"duid","emrikandidatit","data","nrLike","nrReaction","nrKomente","nrShare","nrPosteve"
"","RiinvestCollege","2017-10-16","47","47","1","0","1"
"","RITinKosovo","2017-10-16","44","45","1","1","2"
"","UniversitetiPrishtines","2017-10-16","120","120","9","5","4"
"","UniversitetiUBT","2017-10-16","1123","1127","10","22","5"
"","universumcollege","2017-10-16","172","173","35","4","5"
"","Ibcmitrovica","2017-10-16","0","0","0","0","0"
"","kugjilani","2017-10-16","0","0","0","0","0"
"","akademia.evolucion","2017-10-16","0","0","0","0","0"
"","UGJFA","2017-10-16","0","0","0","0","0"
"","KolegjiGlobus","2017-10-16","0","0","0","0","0"
"","universitetiiliria","2017-10-16","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-16","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-16","0","0","0","0","0"
"","366223313437608","2017-10-16","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-16","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-16","0","0","0","0","0"
"","www.tempulli.org","2017-10-16","0","0","0","0","0"
"","kolegjidardania","2017-10-15","36","38","0","1","1"
"","UniversitetiUBT","2017-10-15","21","21","1","1","1"
"","www.kolegjifama.eu","2017-10-15","68","68","4","3","1"
"","www.tempulli.org","2017-10-15","52","52","0","0","1"
"","Ibcmitrovica","2017-10-15","0","0","0","0","0"
"","kugjilani","2017-10-15","0","0","0","0","0"
"","akademia.evolucion","2017-10-15","0","0","0","0","0"
"","UGJFA","2017-10-15","0","0","0","0","0"
"","UniversitetiPrishtines","2017-10-15","0","0","0","0","0"
"","kolegji.ispe","2017-10-15","0","0","0","0","0"
"","KolegjiGlobus","2017-10-15","0","0","0","0","0"
"","universitetiiliria","2017-10-15","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-15","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-15","0","0","0","0","0"
"","RITinKosovo","2017-10-15","0","0","0","0","0"
"","366223313437608","2017-10-15","0","0","0","0","0"
"","universumcollege","2017-10-15","0","0","0","0","0"
"","AAB.edu","2017-10-15","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-15","0","0","0","0","0"
"","kolegjibiznesi","2017-10-15","0","0","0","0","0"
"","RiinvestCollege","2017-10-15","0","0","0","0","0"
"","KolegjiUniversi","2017-10-15","0","0","0","0","0"
"","AAB.edu","2017-10-14","839","868","24","37","3"
"","kolegjibiznesi","2017-10-14","100","100","1","11","2"
"","KolegjiGlobus","2017-10-14","7","7","0","0","1"
"","www.tempulli.org","2017-10-14","117","117","2","2","3"
"","Ibcmitrovica","2017-10-14","0","0","0","0","0"
"","kugjilani","2017-10-14","0","0","0","0","0"
"","akademia.evolucion","2017-10-14","0","0","0","0","0"
"","UniversitetiUBT","2017-10-14","0","0","0","0","0"
"","kolegjidardania","2017-10-14","0","0","0","0","0"
"","UGJFA","2017-10-14","0","0","0","0","0"
"","UniversitetiPrishtines","2017-10-14","0","0","0","0","0"
"","kolegji.ispe","2017-10-14","0","0","0","0","0"
"","universitetiiliria","2017-10-14","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-14","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-14","0","0","0","0","0"
"","RITinKosovo","2017-10-14","0","0","0","0","0"
"","366223313437608","2017-10-14","0","0","0","0","0"
"","universumcollege","2017-10-14","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-14","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-14","0","0","0","0","0"
"","RiinvestCollege","2017-10-14","0","0","0","0","0"
"","KolegjiUniversi","2017-10-14","0","0","0","0","0"
"","AAB.edu","2017-10-13","61","61","1","2","1"
"","Ibcmitrovica","2017-10-13","19","19","0","0","2"
"","kolegjidardania","2017-10-13","7","7","0","0","1"
"","KolegjiUniversi","2017-10-13","452","452","10","8","4"
"","RiinvestCollege","2017-10-13","11","11","0","1","1"
"","universitetiiliria","2017-10-13","117","125","4","8","1"
"","UniversitetiUBT","2017-10-13","459","459","9","22","5"
"","universumcollege","2017-10-13","153","153","4","15","3"
"","www.kolegjifama.eu","2017-10-13","15","15","0","0","1"
"","kugjilani","2017-10-13","0","0","0","0","0"
"","akademia.evolucion","2017-10-13","0","0","0","0","0"
"","UGJFA","2017-10-13","0","0","0","0","0"
"","UniversitetiPrishtines","2017-10-13","0","0","0","0","0"
"","kolegji.ispe","2017-10-13","0","0","0","0","0"
"","KolegjiGlobus","2017-10-13","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-13","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-13","0","0","0","0","0"
"","RITinKosovo","2017-10-13","0","0","0","0","0"
"","366223313437608","2017-10-13","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-13","0","0","0","0","0"
"","kolegjibiznesi","2017-10-13","0","0","0","0","0"
"","www.tempulli.org","2017-10-13","0","0","0","0","0"
"","kolegji.ispe","2017-10-12","104","104","0","8","1"
"","kolegjibiznesi","2017-10-12","35","35","0","2","1"
"","kolegjidardania","2017-10-12","11","11","0","0","1"
"","RiinvestCollege","2017-10-12","102","102","0","8","1"
"","RITinKosovo","2017-10-12","10","10","0","0","1"
"","UniversitetiPrishtines","2017-10-12","7","7","0","0","1"
"","UniversitetiUBT","2017-10-12","260","261","2","12","5"
"","universumcollege","2017-10-12","35","35","0","0","1"
"","Ibcmitrovica","2017-10-12","0","0","0","0","0"
"","kugjilani","2017-10-12","0","0","0","0","0"
"","akademia.evolucion","2017-10-12","0","0","0","0","0"
"","UGJFA","2017-10-12","0","0","0","0","0"
"","KolegjiGlobus","2017-10-12","0","0","0","0","0"
"","universitetiiliria","2017-10-12","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-12","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-12","0","0","0","0","0"
"","366223313437608","2017-10-12","0","0","0","0","0"
"","AAB.edu","2017-10-12","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-12","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-12","0","0","0","0","0"
"","KolegjiUniversi","2017-10-12","0","0","0","0","0"
"","www.tempulli.org","2017-10-12","0","0","0","0","0"
"","AAB.edu","2017-10-11","62","62","0","0","1"
"","kolegji.ispe","2017-10-11","38","38","1","2","1"
"","kolegjidardania","2017-10-11","31","31","0","0","2"
"","KolegjiGlobus","2017-10-11","5","5","0","0","1"
"","KolegjiPjeterBudi","2017-10-11","27","27","0","1","1"
"","KolegjiUniversi","2017-10-11","267","267","1","7","2"
"","UniversitetiPrishtines","2017-10-11","41","41","8","0","1"
"","UniversitetiUBT","2017-10-11","377","379","53","17","3"
"","universumcollege","2017-10-11","305","306","5","7","2"
"","www.tempulli.org","2017-10-11","13","14","0","3","1"
"","Ibcmitrovica","2017-10-11","0","0","0","0","0"
"","kugjilani","2017-10-11","0","0","0","0","0"
"","akademia.evolucion","2017-10-11","0","0","0","0","0"
"","UGJFA","2017-10-11","0","0","0","0","0"
"","universitetiiliria","2017-10-11","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-11","0","0","0","0","0"
"","RITinKosovo","2017-10-11","0","0","0","0","0"
"","366223313437608","2017-10-11","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-11","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-11","0","0","0","0","0"
"","kolegjibiznesi","2017-10-11","0","0","0","0","0"
"","RiinvestCollege","2017-10-11","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-10","88","88","0","0","1"
"","Ibcmitrovica","2017-10-10","26","28","0","1","1"
"","kolegjibiznesi","2017-10-10","40","40","0","3","1"
"","kolegjidardania","2017-10-10","189","189","0","6","4"
"","KolegjiGlobus","2017-10-10","309","311","6","11","2"
"","RiinvestCollege","2017-10-10","86","91","8","10","1"
"","RITinKosovo","2017-10-10","4","4","0","0","1"
"","UniversitetiPrishtines","2017-10-10","44","45","0","0","2"
"","UniversitetiUBT","2017-10-10","456","470","86","35","4"
"","universumcollege","2017-10-10","47","47","0","14","2"
"","kugjilani","2017-10-10","0","0","0","0","0"
"","akademia.evolucion","2017-10-10","0","0","0","0","0"
"","UGJFA","2017-10-10","0","0","0","0","0"
"","kolegji.ispe","2017-10-10","0","0","0","0","0"
"","universitetiiliria","2017-10-10","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-10","0","0","0","0","0"
"","366223313437608","2017-10-10","0","0","0","0","0"
"","AAB.edu","2017-10-10","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-10","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-10","0","0","0","0","0"
"","KolegjiUniversi","2017-10-10","0","0","0","0","0"
"","www.tempulli.org","2017-10-10","0","0","0","0","0"
"","AAB.edu","2017-10-09","59","59","2","3","1"
"","Ibcmitrovica","2017-10-09","24","24","0","0","1"
"","kolegjibiznesi","2017-10-09","32","32","0","5","1"
"","kolegjidardania","2017-10-09","64","67","5","7","1"
"","KolegjiUniversi","2017-10-09","94","95","19","3","1"
"","RiinvestCollege","2017-10-09","95","95","0","0","1"
"","RITinKosovo","2017-10-09","9","9","0","0","1"
"","UGJFA","2017-10-09","50","50","0","0","1"
"","universitetiiliria","2017-10-09","313","320","6","5","1"
"","UniversitetiPrishtines","2017-10-09","21","21","1","4","2"
"","UniversitetiUBT","2017-10-09","549","551","1","14","3"
"","universumcollege","2017-10-09","193","194","0","0","3"
"","kugjilani","2017-10-09","0","0","0","0","0"
"","akademia.evolucion","2017-10-09","0","0","0","0","0"
"","kolegji.ispe","2017-10-09","0","0","0","0","0"
"","KolegjiGlobus","2017-10-09","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-09","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-09","0","0","0","0","0"
"","366223313437608","2017-10-09","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-09","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-09","0","0","0","0","0"
"","www.tempulli.org","2017-10-09","0","0","0","0","0"
"","Ibcmitrovica","2017-10-08","0","0","0","0","0"
"","kugjilani","2017-10-08","0","0","0","0","0"
"","akademia.evolucion","2017-10-08","0","0","0","0","0"
"","UniversitetiUBT","2017-10-08","0","0","0","0","0"
"","kolegjidardania","2017-10-08","0","0","0","0","0"
"","UGJFA","2017-10-08","0","0","0","0","0"
"","UniversitetiPrishtines","2017-10-08","0","0","0","0","0"
"","kolegji.ispe","2017-10-08","0","0","0","0","0"
"","KolegjiGlobus","2017-10-08","0","0","0","0","0"
"","universitetiiliria","2017-10-08","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-08","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-08","0","0","0","0","0"
"","RITinKosovo","2017-10-08","0","0","0","0","0"
"","366223313437608","2017-10-08","0","0","0","0","0"
"","universumcollege","2017-10-08","0","0","0","0","0"
"","AAB.edu","2017-10-08","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-08","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-08","0","0","0","0","0"
"","kolegjibiznesi","2017-10-08","0","0","0","0","0"
"","RiinvestCollege","2017-10-08","0","0","0","0","0"
"","KolegjiUniversi","2017-10-08","0","0","0","0","0"
"","www.tempulli.org","2017-10-08","0","0","0","0","0"
"","366223313437608","2017-10-07","46","46","2","0","1"
"","AAB.edu","2017-10-07","453","457","10","10","2"
"","kolegji.ispe","2017-10-07","88","88","4","3","1"
"","kolegjibiznesi","2017-10-07","45","45","0","1","1"
"","UGJFA","2017-10-07","25","25","0","0","1"
"","www.tempulli.org","2017-10-07","260","263","0","5","3"
"","Ibcmitrovica","2017-10-07","0","0","0","0","0"
"","kugjilani","2017-10-07","0","0","0","0","0"
"","akademia.evolucion","2017-10-07","0","0","0","0","0"
"","UniversitetiUBT","2017-10-07","0","0","0","0","0"
"","kolegjidardania","2017-10-07","0","0","0","0","0"
"","UniversitetiPrishtines","2017-10-07","0","0","0","0","0"
"","KolegjiGlobus","2017-10-07","0","0","0","0","0"
"","universitetiiliria","2017-10-07","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-07","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-07","0","0","0","0","0"
"","RITinKosovo","2017-10-07","0","0","0","0","0"
"","universumcollege","2017-10-07","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-07","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-07","0","0","0","0","0"
"","RiinvestCollege","2017-10-07","0","0","0","0","0"
"","KolegjiUniversi","2017-10-07","0","0","0","0","0"
"","AAB.edu","2017-10-06","46","47","0","1","1"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-06","85","85","8","0","2"
"","kolegji.ispe","2017-10-06","50","50","0","1","1"
"","KolegjiUniversi","2017-10-06","107","107","1","7","1"
"","RiinvestCollege","2017-10-06","160","163","0","11","2"
"","UniversitetiPrishtines","2017-10-06","117","117","0","10","2"
"","UniversitetiUBT","2017-10-06","1534","1547","23","27","5"
"","Ibcmitrovica","2017-10-06","0","0","0","0","0"
"","kugjilani","2017-10-06","0","0","0","0","0"
"","akademia.evolucion","2017-10-06","0","0","0","0","0"
"","kolegjidardania","2017-10-06","0","0","0","0","0"
"","UGJFA","2017-10-06","0","0","0","0","0"
"","KolegjiGlobus","2017-10-06","0","0","0","0","0"
"","universitetiiliria","2017-10-06","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-06","0","0","0","0","0"
"","RITinKosovo","2017-10-06","0","0","0","0","0"
"","366223313437608","2017-10-06","0","0","0","0","0"
"","universumcollege","2017-10-06","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-06","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-06","0","0","0","0","0"
"","kolegjibiznesi","2017-10-06","0","0","0","0","0"
"","www.tempulli.org","2017-10-06","0","0","0","0","0"
"","AAB.edu","2017-10-05","145","147","11","5","2"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-05","65","65","0","1","1"
"","Ibcmitrovica","2017-10-05","31","31","0","5","2"
"","kolegjibiznesi","2017-10-05","60","60","0","3","1"
"","KolegjiUniversi","2017-10-05","132","132","1","0","1"
"","RiinvestCollege","2017-10-05","91","92","0","4","2"
"","universitetiiliria","2017-10-05","229","235","1","23","2"
"","UniversitetiPrishtines","2017-10-05","307","308","2","3","4"
"","UniversitetiUBT","2017-10-05","422","423","15","15","3"
"","kugjilani","2017-10-05","0","0","0","0","0"
"","akademia.evolucion","2017-10-05","0","0","0","0","0"
"","kolegjidardania","2017-10-05","0","0","0","0","0"
"","UGJFA","2017-10-05","0","0","0","0","0"
"","kolegji.ispe","2017-10-05","0","0","0","0","0"
"","KolegjiGlobus","2017-10-05","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-05","0","0","0","0","0"
"","RITinKosovo","2017-10-05","0","0","0","0","0"
"","366223313437608","2017-10-05","0","0","0","0","0"
"","universumcollege","2017-10-05","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-05","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-05","0","0","0","0","0"
"","www.tempulli.org","2017-10-05","0","0","0","0","0"
"","AAB.edu","2017-10-04","280","281","3","10","1"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-04","56","56","1","0","1"
"","Ibcmitrovica","2017-10-04","33","33","0","0","1"
"","kolegji.ispe","2017-10-04","94","95","0","7","1"
"","kolegjibiznesi","2017-10-04","82","82","0","7","2"
"","KolegjiUniversi","2017-10-04","58","58","0","10","1"
"","RiinvestCollege","2017-10-04","81","82","0","1","1"
"","RITinKosovo","2017-10-04","50","51","8","2","1"
"","universitetiiliria","2017-10-04","96","98","2","6","1"
"","UniversitetiPrishtines","2017-10-04","270","270","14","0","4"
"","UniversitetiUBT","2017-10-04","257","269","32","17","2"
"","universumcollege","2017-10-04","389","398","20","10","3"
"","kugjilani","2017-10-04","0","0","0","0","0"
"","akademia.evolucion","2017-10-04","0","0","0","0","0"
"","kolegjidardania","2017-10-04","0","0","0","0","0"
"","UGJFA","2017-10-04","0","0","0","0","0"
"","KolegjiGlobus","2017-10-04","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-04","0","0","0","0","0"
"","366223313437608","2017-10-04","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-04","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-04","0","0","0","0","0"
"","www.tempulli.org","2017-10-04","0","0","0","0","0"
"","akademia.evolucion","2017-10-03","13","13","4","0","1"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-03","410","411","6","9","1"
"","Ibcmitrovica","2017-10-03","14","14","0","0","1"
"","kolegji.ispe","2017-10-03","219","219","0","11","2"
"","kolegjibiznesi","2017-10-03","34","34","0","7","1"
"","kolegjidardania","2017-10-03","46","46","0","0","1"
"","KolegjiGlobus","2017-10-03","20","20","0","4","1"
"","KolegjiUniversi","2017-10-03","518","518","28","6","1"
"","RiinvestCollege","2017-10-03","114","115","0","4","2"
"","universitetiiliria","2017-10-03","94","97","3","8","1"
"","UniversitetiPrishtines","2017-10-03","361","362","33","22","2"
"","UniversitetiUBT","2017-10-03","331","335","14","13","6"
"","universumcollege","2017-10-03","129","129","0","2","2"
"","www.tempulli.org","2017-10-03","93","95","0","5","1"
"","kugjilani","2017-10-03","0","0","0","0","0"
"","UGJFA","2017-10-03","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-03","0","0","0","0","0"
"","RITinKosovo","2017-10-03","0","0","0","0","0"
"","366223313437608","2017-10-03","0","0","0","0","0"
"","AAB.edu","2017-10-03","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-03","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-03","0","0","0","0","0"
"","366223313437608","2017-10-02","95","95","5","1","1"
"","AAB.edu","2017-10-02","1200","1221","23","20","5"
"","kolegjibiznesi","2017-10-02","55","55","0","0","1"
"","KolegjiGlobus","2017-10-02","9","9","0","0","1"
"","KolegjiPjeterBudi","2017-10-02","13","13","0","0","1"
"","RiinvestCollege","2017-10-02","81","81","0","3","2"
"","RITinKosovo","2017-10-02","78","93","1","4","2"
"","UGJFA","2017-10-02","88","89","0","1","1"
"","universitetiiliria","2017-10-02","81","85","1","9","1"
"","UniversitetiPrishtines","2017-10-02","239","241","3","4","2"
"","UniversitetiUBT","2017-10-02","534","538","3","16","3"
"","universumcollege","2017-10-02","69","69","0","0","1"
"","www.kolegjifama.eu","2017-10-02","114","114","1","5","2"
"","Ibcmitrovica","2017-10-02","0","0","0","0","0"
"","kugjilani","2017-10-02","0","0","0","0","0"
"","akademia.evolucion","2017-10-02","0","0","0","0","0"
"","kolegjidardania","2017-10-02","0","0","0","0","0"
"","kolegji.ispe","2017-10-02","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-02","0","0","0","0","0"
"","kolegjievropianjuridica","2017-10-02","0","0","0","0","0"
"","KolegjiUniversi","2017-10-02","0","0","0","0","0"
"","www.tempulli.org","2017-10-02","0","0","0","0","0"
"","366223313437608","2017-10-01","55","55","6","1","1"
"","kolegjievropianjuridica","2017-10-01","15","15","0","0","1"
"","UniversitetiUBT","2017-10-01","47","47","0","5","1"
"","Ibcmitrovica","2017-10-01","0","0","0","0","0"
"","kugjilani","2017-10-01","0","0","0","0","0"
"","akademia.evolucion","2017-10-01","0","0","0","0","0"
"","kolegjidardania","2017-10-01","0","0","0","0","0"
"","UGJFA","2017-10-01","0","0","0","0","0"
"","UniversitetiPrishtines","2017-10-01","0","0","0","0","0"
"","kolegji.ispe","2017-10-01","0","0","0","0","0"
"","KolegjiGlobus","2017-10-01","0","0","0","0","0"
"","universitetiiliria","2017-10-01","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-10-01","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-01","0","0","0","0","0"
"","RITinKosovo","2017-10-01","0","0","0","0","0"
"","universumcollege","2017-10-01","0","0","0","0","0"
"","AAB.edu","2017-10-01","0","0","0","0","0"
"","www.kolegjifama.eu","2017-10-01","0","0","0","0","0"
"","kolegjibiznesi","2017-10-01","0","0","0","0","0"
"","RiinvestCollege","2017-10-01","0","0","0","0","0"
"","KolegjiUniversi","2017-10-01","0","0","0","0","0"
"","www.tempulli.org","2017-10-01","0","0","0","0","0"
"","Ibcmitrovica","2017-11-05","0","0","0","0","0"
"","kugjilani","2017-11-05","0","0","0","0","0"
"","akademia.evolucion","2017-11-05","0","0","0","0","0"
"","UniversitetiUBT","2017-11-05","0","0","0","0","0"
"","kolegjidardania","2017-11-05","0","0","0","0","0"
"","UGJFA","2017-11-05","0","0","0","0","0"
"","UniversitetiPrishtines","2017-11-05","0","0","0","0","0"
"","kolegji.ispe","2017-11-05","0","0","0","0","0"
"","KolegjiGlobus","2017-11-05","0","0","0","0","0"
"","universitetiiliria","2017-11-05","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-11-05","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-11-05","0","0","0","0","0"
"","RITinKosovo","2017-11-05","0","0","0","0","0"
"","366223313437608","2017-11-05","0","0","0","0","0"
"","universumcollege","2017-11-05","0","0","0","0","0"
"","AAB.edu","2017-11-05","0","0","0","0","0"
"","www.kolegjifama.eu","2017-11-05","0","0","0","0","0"
"","kolegjievropianjuridica","2017-11-05","0","0","0","0","0"
"","kolegjibiznesi","2017-11-05","0","0","0","0","0"
"","RiinvestCollege","2017-11-05","0","0","0","0","0"
"","KolegjiUniversi","2017-11-05","0","0","0","0","0"
"","www.tempulli.org","2017-11-05","0","0","0","0","0"
"","kolegji.ispe","2017-11-04","47","47","2","7","1"
"","kolegjievropianjuridica","2017-11-04","17","17","0","0","1"
"","kugjilani","2017-11-04","4","4","0","0","1"
"","www.tempulli.org","2017-11-04","58","58","0","0","2"
"","Ibcmitrovica","2017-11-04","0","0","0","0","0"
"","akademia.evolucion","2017-11-04","0","0","0","0","0"
"","UniversitetiUBT","2017-11-04","0","0","0","0","0"
"","kolegjidardania","2017-11-04","0","0","0","0","0"
"","UGJFA","2017-11-04","0","0","0","0","0"
"","UniversitetiPrishtines","2017-11-04","0","0","0","0","0"
"","KolegjiGlobus","2017-11-04","0","0","0","0","0"
"","universitetiiliria","2017-11-04","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-11-04","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-11-04","0","0","0","0","0"
"","RITinKosovo","2017-11-04","0","0","0","0","0"
"","366223313437608","2017-11-04","0","0","0","0","0"
"","universumcollege","2017-11-04","0","0","0","0","0"
"","AAB.edu","2017-11-04","0","0","0","0","0"
"","www.kolegjifama.eu","2017-11-04","0","0","0","0","0"
"","kolegjibiznesi","2017-11-04","0","0","0","0","0"
"","RiinvestCollege","2017-11-04","0","0","0","0","0"
"","KolegjiUniversi","2017-11-04","0","0","0","0","0"
"","AAB.edu","2017-11-03","31","31","4","1","1"
"","akademia.evolucion","2017-11-03","18","18","0","1","1"
"","kolegjibiznesi","2017-11-03","43","43","0","0","1"
"","KolegjiUniversi","2017-11-03","117","117","2","1","2"
"","kugjilani","2017-11-03","6","6","0","0","1"
"","RiinvestCollege","2017-11-03","80","81","0","6","2"
"","RITinKosovo","2017-11-03","14","14","0","0","1"
"","UniversitetiPrishtines","2017-11-03","255","255","1","4","4"
"","UniversitetiUBT","2017-11-03","58","58","1","2","1"
"","universumcollege","2017-11-03","17","18","0","0","1"
"","www.kolegjifama.eu","2017-11-03","12","12","0","1","2"
"","Ibcmitrovica","2017-11-03","0","0","0","0","0"
"","kolegjidardania","2017-11-03","0","0","0","0","0"
"","UGJFA","2017-11-03","0","0","0","0","0"
"","kolegji.ispe","2017-11-03","0","0","0","0","0"
"","KolegjiGlobus","2017-11-03","0","0","0","0","0"
"","universitetiiliria","2017-11-03","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-11-03","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-11-03","0","0","0","0","0"
"","366223313437608","2017-11-03","0","0","0","0","0"
"","kolegjievropianjuridica","2017-11-03","0","0","0","0","0"
"","www.tempulli.org","2017-11-03","0","0","0","0","0"
"","Ibcmitrovica","2017-11-02","20","21","0","1","1"
"","kolegji.ispe","2017-11-02","79","80","0","3","2"
"","KolegjiUniversi","2017-11-02","77","77","1","1","1"
"","RiinvestCollege","2017-11-02","8","8","0","0","1"
"","RITinKosovo","2017-11-02","240","241","7","9","2"
"","UniversitetiPrishtines","2017-11-02","52","52","0","1","3"
"","UniversitetiUBT","2017-11-02","209","218","42","5","2"
"","universumcollege","2017-11-02","172","172","1","8","4"
"","www.kolegjifama.eu","2017-11-02","42","42","1","0","2"
"","kugjilani","2017-11-02","0","0","0","0","0"
"","akademia.evolucion","2017-11-02","0","0","0","0","0"
"","kolegjidardania","2017-11-02","0","0","0","0","0"
"","UGJFA","2017-11-02","0","0","0","0","0"
"","KolegjiGlobus","2017-11-02","0","0","0","0","0"
"","universitetiiliria","2017-11-02","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-11-02","0","0","0","0","0"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-11-02","0","0","0","0","0"
"","366223313437608","2017-11-02","0","0","0","0","0"
"","AAB.edu","2017-11-02","0","0","0","0","0"
"","kolegjievropianjuridica","2017-11-02","0","0","0","0","0"
"","kolegjibiznesi","2017-11-02","0","0","0","0","0"
"","www.tempulli.org","2017-11-02","0","0","0","0","0"
"","AAB.edu","2017-11-01","71","71","0","4","2"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-11-01","64","64","2","0","2"
"","kolegji.ispe","2017-11-01","39","39","0","2","1"
"","kolegjibiznesi","2017-11-01","59","59","0","9","1"
"","kugjilani","2017-11-01","4","4","0","1","1"
"","RiinvestCollege","2017-11-01","39","39","1","5","1"
"","UniversitetiPrishtines","2017-11-01","148","149","1","2","3"
"","UniversitetiUBT","2017-11-01","245","245","6","8","2"
"","universumcollege","2017-11-01","57","59","0","1","3"
"","www.tempulli.org","2017-11-01","484","489","0","4","7"
"","Ibcmitrovica","2017-11-01","0","0","0","0","0"
"","akademia.evolucion","2017-11-01","0","0","0","0","0"
"","kolegjidardania","2017-11-01","0","0","0","0","0"
"","UGJFA","2017-11-01","0","0","0","0","0"
"","KolegjiGlobus","2017-11-01","0","0","0","0","0"
"","universitetiiliria","2017-11-01","0","0","0","0","0"
"","KolegjiPjeterBudi","2017-11-01","0","0","0","0","0"
"","RITinKosovo","2017-11-01","0","0","0","0","0"
"","366223313437608","2017-11-01","0","0","0","0","0"
"","www.kolegjifama.eu","2017-11-01","0","0","0","0","0"
"","kolegjievropianjuridica","2017-11-01","0","0","0","0","0"
"","KolegjiUniversi","2017-11-01","0","0","0","0","0"
"","AAB.edu","2017-10-31","32","33","0","0","1"
"","FakultetiIStudimeveIslameFsiPrishtine","2017-10-31","26","26","0","0","1"
"","Ibcmitrovica","2017-10-31","67","70","1","7","2"
"","kolegji.ispe","2017-10-31","12","12","0","2","1"
"","KolegjiGlobus","2017-10-31","8","9","1","0","1"
"","KolegjiPjeterBudi","2017-10-31","12","12","1","0","1"
"","KolegjiUniversi","2017-10-31","52","52","0","0","1"
"","kugjilani","2017-10-31","18","18","0","0","2"
"","RiinvestCollege","2017-10-31","40","40","0","0","1"
"","RITinKosovo","2017-10-31","35","35","1","1","2"
"","UniversitetiPrishtines","2017-10-31","76","76","7","1","3"
"","UniversitetiUBT","2017-10-31","163","163","6","31","3"
